2.583375E7,2.583375E7,2.583375E7,2.583375E7,2.5833748E7,2.5833748E7,2.583375E7,2.5833748E7,0
1.1061327E7,1.1061327E7,1.1061327E7,1.1061327E7,1.1061327E7,1.1061327E7,1.1061327E7,1.1061327E7,1
29049.375,29049.375,29049.375,29049.375,29049.341796875,29049.341796875,29049.375,29049.341796875,2
10874.05859375,10874.05859375,10874.05859375,10874.05859375,10874.1201171875,10874.1201171875,10874.05859375,10874.1201171875,3
5795.99462890625,5795.99462890625,5795.99462890625,5795.99462890625,5795.79931640625,5795.79931640625,5795.99462890625,5795.79931640625,4
3620.832763671875,3620.832763671875,3620.832763671875,3620.832763671875,3620.847900390625,3620.847900390625,3620.832763671875,3620.847900390625,5
2481.974365234375,2481.974365234375,2481.974365234375,2481.974365234375,2482.014404296875,2482.014404296875,2481.974365234375,2482.014404296875,6
1808.0830078125,1808.0830078125,1808.0830078125,1808.0830078125,1807.9237060546875,1807.9237060546875,1808.0830078125,1807.9237060546875,7
1377.92236328125,1377.92236328125,1377.92236328125,1377.92236328125,1377.8699951171875,1377.8699951171875,1377.92236328125,1377.8699951171875,8
1084.1549072265625,1084.1549072265625,1084.1549072265625,1084.1549072265625,1084.3359375,1084.3359375,1084.1549072265625,1084.3359375,9
876.1100463867188,876.1100463867188,876.1100463867188,876.1100463867188,876.1048583984375,876.1048583984375,876.1100463867188,876.1048583984375,10
722.1224975585938,722.1224975585938,722.1224975585938,722.1224975585938,722.1594848632812,722.1594848632812,722.1224975585938,722.1594848632812,11
605.6494750976562,605.6494750976562,605.6494750976562,605.6494750976562,605.8577880859375,605.8577880859375,605.6494750976562,605.8577880859375,12
515.1826171875,515.1826171875,515.1826171875,515.1826171875,515.1513671875,515.1513671875,515.1826171875,515.1513671875,13
443.69317626953125,443.69317626953125,443.69317626953125,443.69317626953125,443.65850830078125,443.65850830078125,443.69317626953125,443.65850830078125,14
384.79510498046875,384.79510498046875,384.79510498046875,384.79510498046875,384.6435241699219,384.6435241699219,384.79510498046875,384.6435241699219,15
338.7099304199219,338.7099304199219,338.7099304199219,338.7099304199219,338.703857421875,338.703857421875,338.7099304199219,338.703857421875,16
299.6438903808594,299.6438903808594,299.6438903808594,299.6438903808594,299.5013427734375,299.5013427734375,299.6438903808594,299.5013427734375,17
266.9165954589844,266.9165954589844,266.9165954589844,266.9165954589844,266.89990234375,266.89990234375,266.9165954589844,266.89990234375,18
239.2154998779297,239.2154998779297,239.2154998779297,239.2154998779297,239.22850036621094,239.22850036621094,239.2154998779297,239.22850036621094,19
215.73365783691406,215.73365783691406,215.73365783691406,215.73365783691406,215.7289276123047,215.7289276123047,215.73365783691406,215.7289276123047,20
195.29241943359375,195.29241943359375,195.29241943359375,195.29241943359375,195.35084533691406,195.35084533691406,195.29241943359375,195.35084533691406,21
177.8378448486328,177.8378448486328,177.8378448486328,177.8378448486328,177.7552947998047,177.7552947998047,177.8378448486328,177.7552947998047,22
161.78964233398438,161.78964233398438,161.78964233398438,161.78964233398438,161.9936981201172,161.9936981201172,161.78964233398438,161.9936981201172,23
148.8379669189453,148.8379669189453,148.8379669189453,148.8379669189453,149.286865234375,149.286865234375,148.8379669189453,149.286865234375,24
137.0335693359375,137.0335693359375,137.0335693359375,137.0335693359375,137.10438537597656,137.10438537597656,137.0335693359375,137.10438537597656,25
126.54200744628906,126.54200744628906,126.54200744628906,126.54200744628906,126.49613952636719,126.49613952636719,126.54200744628906,126.49613952636719,26
116.97106170654297,116.97106170654297,116.97106170654297,116.97106170654297,117.13103485107422,117.13103485107422,116.97106170654297,117.13103485107422,27
108.80540466308594,108.80540466308594,108.80540466308594,108.80540466308594,108.68811798095703,108.68811798095703,108.80540466308594,108.68811798095703,28
101.25154876708984,101.25154876708984,101.25154876708984,101.25154876708984,101.1785888671875,101.1785888671875,101.25154876708984,101.1785888671875,29
94.33875274658203,94.33875274658203,94.33875274658203,94.33875274658203,94.42391967773438,94.42391967773438,94.33875274658203,94.42391967773438,30
87.7667007446289,87.7667007446289,87.7667007446289,87.7667007446289,87.59908294677734,87.59908294677734,87.7667007446289,87.59908294677734,31
82.47429656982422,82.47429656982422,82.47429656982422,82.47429656982422,82.80158996582031,82.80158996582031,82.47429656982422,82.80158996582031,32
77.83245849609375,77.83245849609375,77.83245849609375,77.83245849609375,77.88163757324219,77.88163757324219,77.83245849609375,77.88163757324219,33
72.8927993774414,72.8927993774414,72.8927993774414,72.8927993774414,72.8669204711914,72.8669204711914,72.8927993774414,72.8669204711914,34
68.53008270263672,68.53008270263672,68.53008270263672,68.53008270263672,68.62136840820312,68.62136840820312,68.53008270263672,68.62136840820312,35
65.22518920898438,65.22518920898438,65.22518920898438,65.22518920898438,65.14601135253906,65.14601135253906,65.22518920898438,65.14601135253906,36
61.531883239746094,61.531883239746094,61.531883239746094,61.531883239746094,61.513877868652344,61.513877868652344,61.531883239746094,61.513877868652344,37
57.182716369628906,57.182716369628906,57.182716369628906,57.182716369628906,57.27513885498047,57.27513885498047,57.182716369628906,57.27513885498047,38
53.99404525756836,53.99404525756836,53.99404525756836,53.99404525756836,54.04790496826172,54.04790496826172,53.99404525756836,54.04790496826172,39
52.19296646118164,52.19296646118164,52.19296646118164,52.19296646118164,52.180328369140625,52.180328369140625,52.19296646118164,52.180328369140625,40
49.55356216430664,49.55356216430664,49.55356216430664,49.55356216430664,49.5194091796875,49.5194091796875,49.55356216430664,49.5194091796875,41
46.8980712890625,46.8980712890625,46.8980712890625,46.8980712890625,46.871734619140625,46.871734619140625,46.8980712890625,46.871734619140625,42
44.672542572021484,44.672542572021484,44.672542572021484,44.672542572021484,44.734920501708984,44.734920501708984,44.672542572021484,44.734920501708984,43
42.48630905151367,42.48630905151367,42.48630905151367,42.48630905151367,42.48896026611328,42.48896026611328,42.48630905151367,42.48896026611328,44
40.47888946533203,40.47888946533203,40.47888946533203,40.47888946533203,40.46331787109375,40.46331787109375,40.47888946533203,40.46331787109375,45
38.661399841308594,38.661399841308594,38.661399841308594,38.661399841308594,38.61021423339844,38.61021423339844,38.661399841308594,38.61021423339844,46
36.588687896728516,36.588687896728516,36.588687896728516,36.588687896728516,36.259517669677734,36.259517669677734,36.588687896728516,36.259517669677734,47
35.29489517211914,35.29489517211914,35.29489517211914,35.29489517211914,35.81147384643555,35.81147384643555,35.29489517211914,35.81147384643555,48
