-29, -182867.63, -56556.32, -26187.21, -182867.48, 112960.90, 187499.98, -182966.17, 187499.98
-28, -182869.69, -56581.40, -26257.93, -182869.55, 112983.47, 187499.98, -182968.23, 187499.98
-27, -182866.48, -56600.13, -26319.40, -182866.53, 113020.35, 187499.98, -182965.13, 187499.98
-26, -182863.38, -56618.21, -26380.58, -182863.42, 113058.87, 187499.98, -182962.03, 187499.98
-25, -182859.88, -56643.76, -26451.23, -182859.89, 113082.34, 187499.98, -182958.55, 187499.98
-24, -182862.75, -56670.29, -26523.31, -182862.75, 113103.14, 187499.98, -182961.50, 187499.98
-23, -182862.19, -56690.93, -26586.44, -182862.22, 113137.32, 187499.98, -182961.05, 187499.98
-22, -182858.42, -56708.83, -26647.19, -182858.58, 113176.59, 187499.98, -182957.33, 187499.98
-21, -182856.02, -56731.71, -26715.41, -182856.06, 113203.16, 187499.98, -182954.91, 187499.98
-20, -182857.56, -56757.87, -26787.27, -182857.72, 113222.70, 187499.98, -182956.42, 187499.98
-19, -182853.77, -56796.25, -26909.44, -182854.06, 113294.90, 187499.98, -182952.84, 187499.98
-18, -182850.19, -56818.08, -26975.51, -182850.41, 113324.94, 187499.98, -182949.28, 187499.98
-17, -182849.86, -56844.48, -27048.27, -182850.09, 113344.81, 187499.98, -182948.83, 187499.98
-16, -182849.81, -56866.05, -27114.03, -182850.09, 113374.54, 187499.98, -182948.94, 187499.98
-15, -182841.88, -56882.32, -27173.04, -182842.23, 113414.50, 187499.98, -182941.14, 187499.98
-14, -182840.00, -56902.95, -27238.08, -182840.36, 113446.11, 187499.98, -182939.38, 187499.98
-13, -182842.61, -56928.93, -27310.30, -182842.91, 113466.34, 187499.98, -182941.97, 187499.98
-12, -182842.92, -56952.68, -27378.56, -182843.27, 113491.93, 187499.98, -182942.28, 187499.98
-11, -182839.39, -56970.70, -27438.60, -182839.91, 113530.60, 187499.98, -182938.81, 187499.98
-10, -182839.45, -56990.44, -27501.43, -182839.95, 113565.49, 187499.98, -182938.88, 187499.98
-9, -182840.09, -57016.30, -27572.57, -182840.53, 113586.10, 187499.98, -182939.44, 187499.98
-8, -182843.17, -57041.40, -27642.22, -182843.66, 113609.32, 187499.98, -182942.59, 187499.98
-7, -182840.58, -57060.04, -27703.17, -182841.11, 113647.27, 187499.98, -182940.06, 187499.98
-6, -182839.55, -57103.94, -27835.72, -182840.13, 113706.24, 187499.98, -182939.06, 187499.98
-5, -182839.61, -57129.64, -27906.57, -182840.22, 113727.59, 187499.98, -182939.27, 187499.98
-4, -182834.23, -57148.29, -27967.53, -182834.88, 113764.13, 187499.98, -182933.89, 187499.98
-3, -182829.67, -57166.19, -28026.67, -182830.36, 113802.84, 187499.98, -182929.36, 187499.98
-2, -182827.84, -57190.75, -28095.51, -182828.52, 113826.91, 187499.98, -182927.53, 187499.98
-1, -182828.17, -57216.79, -28167.08, -182829.02, 113847.14, 187499.98, -182927.97, 187499.98
0, -182824.23, -57236.69, -28230.29, -182825.22, 113880.02, 187499.98, -182924.11, 187499.98
