-29, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-28, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-27, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-26, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-25, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-24, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-23, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-22, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-21, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-20, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-19, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-18, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-17, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-16, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-15, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-14, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-13, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-12, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-11, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-10, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-9, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-8, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-7, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-6, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-5, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-4, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-3, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-2, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
-1, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
0, -187500.00, -187500.00, -187500.00, -187500.00, 187499.98, 187499.98, -187500.00, 187499.98
