-29, -182933.83, -145203.89, -176096.59, -182938.14, 187499.98, 187499.98, -183080.97, 187499.98
-28, -182937.03, -145206.59, -176107.19, -182941.45, 187499.98, 187499.98, -183084.22, 187499.98
-27, -182938.44, -145208.98, -176118.03, -182943.02, 187499.98, 187499.98, -183085.67, 187499.98
-26, -182934.19, -145205.91, -176121.63, -182938.97, 187499.98, 187499.98, -183081.31, 187499.98
-25, -182932.00, -145202.19, -176123.81, -182936.80, 187499.98, 187499.98, -183079.08, 187499.98
-24, -182932.05, -145204.17, -176132.98, -182936.95, 187499.98, 187499.98, -183079.27, 187499.98
-23, -182927.97, -145206.09, -176148.58, -182932.95, 187499.98, 187499.98, -183075.11, 187499.98
-22, -182926.75, -145201.88, -176151.31, -182931.77, 187499.98, 187499.98, -183073.94, 187499.98
-21, -182929.41, -145202.28, -176158.70, -182934.48, 187499.98, 187499.98, -183076.66, 187499.98
-20, -182932.22, -145205.34, -176169.59, -182937.41, 187499.98, 187499.98, -183079.47, 187499.98
-19, -182930.44, -145203.63, -176174.80, -182935.50, 187499.98, 187499.98, -183077.73, 187499.98
-18, -182928.78, -145198.75, -176175.69, -182933.83, 187499.98, 187499.98, -183076.02, 187499.98
-17, -182931.70, -145198.50, -176181.95, -182936.80, 187499.98, 187499.98, -183078.95, 187499.98
-16, -182931.45, -145203.11, -176193.44, -182936.63, 187499.98, 187499.98, -183078.69, 187499.98
-15, -182929.47, -145203.38, -176199.94, -182934.61, 187499.98, 187499.98, -183076.80, 187499.98
-14, -182933.22, -145199.55, -176201.86, -182938.36, 187499.98, 187499.98, -183080.56, 187499.98
-13, -182934.13, -145198.30, -176207.20, -182939.38, 187499.98, 187499.98, -183081.44, 187499.98
-12, -182936.47, -145201.41, -176219.33, -182941.77, 187499.98, 187499.98, -183083.77, 187499.98
-11, -182936.17, -145202.23, -176227.66, -182941.50, 187499.98, 187499.98, -183083.50, 187499.98
-10, -182935.03, -145198.41, -176230.14, -182940.16, 187499.98, 187499.98, -183082.27, 187499.98
-9, -182932.48, -145195.95, -176234.91, -182937.73, 187499.98, 187499.98, -183079.83, 187499.98
-8, -182933.19, -145198.92, -176245.00, -182938.41, 187499.98, 187499.98, -183080.48, 187499.98
-7, -182934.50, -145201.08, -176254.58, -182939.63, 187499.98, 187499.98, -183081.75, 187499.98
-6, -182928.33, -145197.81, -176257.98, -182933.45, 187499.98, 187499.98, -183075.61, 187499.98
-5, -182923.23, -145194.36, -176261.23, -182928.31, 187499.98, 187499.98, -183070.52, 187499.98
-4, -182924.94, -145197.05, -176271.69, -182929.83, 187499.98, 187499.98, -183072.20, 187499.98
-3, -182929.97, -145199.86, -176282.53, -182934.86, 187499.98, 187499.98, -183077.23, 187499.98
-2, -182928.13, -145196.94, -176286.63, -182932.94, 187499.98, 187499.98, -183075.36, 187499.98
-1, -182928.05, -145193.00, -176288.56, -182932.91, 187499.98, 187499.98, -183075.39, 187499.98
0, -182932.69, -145195.17, -176297.78, -182937.42, 187499.98, 187499.98, -183079.92, 187499.98
