-29, -181840.34, -111878.70, -159590.47, -181842.84, 178876.09, 187499.98, -181978.06, 187499.98
-28, -181839.73, -111882.34, -159598.05, -181842.17, 178889.11, 187499.98, -181977.42, 187499.98
-27, -181837.98, -111886.31, -159606.53, -181840.38, 178901.86, 187499.98, -181975.61, 187499.98
-26, -181841.81, -111896.59, -159623.42, -181844.19, 178900.13, 187499.98, -181979.41, 187499.98
-25, -181840.94, -111907.39, -159641.48, -181843.28, 178897.28, 187499.98, -181978.63, 187499.98
-24, -181839.11, -111912.18, -159650.63, -181841.50, 178908.75, 187499.98, -181976.84, 187499.98
-23, -181838.70, -111915.95, -159657.80, -181841.17, 178923.14, 187499.98, -181976.45, 187499.98
-22, -181838.89, -111925.99, -159673.41, -181841.34, 178924.55, 187499.98, -181976.58, 187499.98
-21, -181838.22, -111937.88, -159692.33, -181840.70, 178920.75, 187499.98, -181975.95, 187499.98
-20, -181838.50, -111943.60, -159702.59, -181840.89, 178929.27, 187499.98, -181976.23, 187499.98
-19, -181837.09, -111946.64, -159708.56, -181839.52, 178945.00, 187499.98, -181974.83, 187499.98
-18, -181835.95, -111954.38, -159721.72, -181838.38, 178949.25, 187499.98, -181973.70, 187499.98
-17, -181840.19, -111974.09, -159752.91, -181842.58, 178951.05, 187499.98, -181977.91, 187499.98
-16, -181837.30, -111977.02, -159758.84, -181839.73, 178966.17, 187499.98, -181975.08, 187499.98
-15, -181835.64, -111984.13, -159771.09, -181838.22, 178972.36, 187499.98, -181973.44, 187499.98
-14, -181833.55, -111996.13, -159790.59, -181836.05, 178967.98, 187499.98, -181971.31, 187499.98
-13, -181833.70, -112004.04, -159804.31, -181836.16, 178971.20, 187499.98, -181971.39, 187499.98
-12, -181834.13, -112006.50, -159809.41, -181836.56, 178986.92, 187499.98, -181971.77, 187499.98
-11, -181833.41, -112012.36, -159819.58, -181835.80, 178996.80, 187499.98, -181971.03, 187499.98
-10, -181835.59, -112024.29, -159838.61, -181838.06, 178992.81, 187499.98, -181973.31, 187499.98
-9, -181835.64, -112034.51, -159854.67, -181838.13, 178993.00, 187499.98, -181973.38, 187499.98
-8, -181833.81, -112038.13, -159861.94, -181836.27, 179007.19, 187499.98, -181971.41, 187499.98
-7, -181830.64, -112042.48, -159870.23, -181833.19, 179019.03, 187499.98, -181968.33, 187499.98
-6, -181832.66, -112053.35, -159887.63, -181835.17, 179017.02, 187499.98, -181970.36, 187499.98
-5, -181835.02, -112064.16, -159904.36, -181837.50, 179015.84, 187499.98, -181972.77, 187499.98
-4, -181833.00, -112069.13, -159912.39, -181835.53, 179028.20, 187499.98, -181970.67, 187499.98
-3, -181830.48, -112072.59, -159920.28, -181833.00, 179041.94, 187499.98, -181968.06, 187499.98
-2, -181831.52, -112082.23, -159936.77, -181834.17, 179042.19, 187499.98, -181969.22, 187499.98
-1, -181834.53, -112094.21, -159955.64, -181837.25, 179038.41, 187499.98, -181972.39, 187499.98
0, -181830.97, -112099.84, -159965.25, -181833.55, 179049.05, 187499.98, -181968.75, 187499.98
